CODICE TIPO ENTE CREDITORE,TIPO ENTE CREDITORE,"# Progressivo
Macro Area per Ente Creditore","NOME
MACRO AREA","DESCRIZIONE
MACRO AREA","CODICE 
TIPOLOGIA SERVIZIO",TIPO SERVIZIO,"Motivo Giuridico della riscossione
IM: Imposta
TS: Tassa
SP: Servizio Pubblico
SA: Sanzioni
AP: Altri Pagamenti","DESCRIZIONE
TIPO SERVIZIO",# VERSIONE TASSONOMIA,DATI SPECIFICI DI INCASSO,DATA INIZIO VALIDITA',DATA FINE VALIDITA',,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,124,Quota attivazione studi,IM,Quota richiesta per la gestione amministrativa della pratica e stipula della convenzione su studi clinici,10,9/0501124IM/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,125,"Consulenze sanitarie, tecniche e amministrative",SP,"Attività svolta fuori orario di servizio da personale Sanitario, tecnico e amministrativo presso altre aziende private.",10,9/0501125SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,126,Invio referti e terapie,SP,"Invio immediato referti prelievi centro emostasi per calibrazione terapia, via fax, e-mail o sms",10,9/0501126SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,127,Rimborso bollo su convenzioni/contratti,IM,Addebito dell’imposta di bollo pagata sulla registrazione di contratti/convenzioni (anche su convenzioni per studi clinici),10,9/0501127IM/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,128,Cessione sangue,SP,Cessione plasma e sacche di sangue a case di cura private convenzionate,10,9/0501128SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,129,Altri proventi / Contributi Vari,AP,Contributi da Enti Pubblici e/o Privati,10,9/0501129AP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,130,Proventi da sponsorizzazioni,AP,Proventi derivanti da iniziative promosse dall'Azienda e sponsorizzate da privati.,10,9/0501130AP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,131,Diritti per valutazione comitato etico,TS,"Trattasi di somme incassate per la valutazione, da parte del comitato etico unico regionale, di studi clinici presentati da case farmaceutiche.",10,9/0501131TS/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,132,Accesso Atti,AP,Pagamento per accesso ad atti diversi dalla cartella clinica,10,9/0501132AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,133,Oneri legali per contenziosi,AP,Rimborso oneri legali a fronte di contenziosi,10,9/0501133AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,134,Rimborsi vari,AP,Rimborsi vari ,10,9/0501134AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,135,Consultori,SP,Pagamento di prestazioni fornite dai consultori,10,9/0501135SP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,136,Pagamenti da dipendenti,AP,Pagamenti per rifacimento badge ed altro,10,9/0501136AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,UNIVERSITÀ/ SCUOLA STATALE,Insieme delle tasse universitarie e scolastiche nell'ambito dell'autonomia riconosciuta agli istituti scolastici statali e agli Atenei.,100,Tassa Iscrizione,TS,tassa per l'iscrizione universitaria/scolastica,10,9/0601100TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,101,Tassa di frequenza,TS,"Tassa corrisposta ogni anno, dopo il compimento dei 16 anni da parte dello studente",10,9/0601101TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,102,"Tassa per esami di idoneità, integrativi, di licenza, di qualifica, di maturità e di abilitazione",TS,Tassa per lo svolgimento degli esami ,10,9/0601102TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,103,Tassa di rilascio diplomi,TS,tassa per ottenere il rilascio del diploma cartaceo,10,9/0601103TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,104,Mense scolastiche e universitarie e buoni pasto,TS,spesa mensa scolastica/universitaria,10,9/0601104TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,105,Trasporto scolastico,SP,"richiesta di iscrizione al trasporto scolastico per gli alunni della scuola dell'infanzia, primarie e secondarie di primo grado",10,9/0601105SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,106,Prescuola,SP,"servizio di assistenza educativa ai bambini delle scuole primarie presso ciascun plesso scolastico, prima dellinizio dell'orario delle attività didattiche statali",10,9/0601106SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,107,Interscuola,SP,servizio di assistenza educativa durante il pasto quando la vigilanza non è garantita dagli insegnanti statali ed è riservato agli alunni delle scuole primarie e secondarie di primo grado,10,9/0601107SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,108,Doposcuola ,SP,offre ai bambini attività educative mirate ,10,9/0601108SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,109,Affitto sale,SP,Affitto per locali universitari e conservatorio,10,9/0601109SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,110,Donazioni,AP,liberalità a favore dell'istituto universitario,10,9/0601110AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,111,Noleggio strumentazione,SP,Noleggio di strumenti vari,10,9/0601111SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,112,Contributi Vari,AP,Contributi da enti pubblici.,10,9/0601112AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,113,Altro,AP,Altre tipologie di pagamenti,10,9/0601113AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,114,Rette Alloggi,TS,Rette alloggi e canoni di locazione  appartementi,10,9/0601114TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,115,Rimborsi e Restituzioni,AP,Rimborsi relativi alle spese di gestione degli alloggi e biancheria; borse di studio; restituzione da personale e studenti,10,9/0601115AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,116,Cauzioni,AP,Deposito cauzionale per alloggi e appartamenti,10,9/0601116AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,117,Sanzioni amministrative,SA,Sanzioni amministrative,10,9/0601117SA/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,118,Incassi da attività sanitaria,SP,Incassi da prestazioni sanitarie rese da Università,10,9/0601118SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,119,Gare Bandi Concorsi,TS,Quote di iscrizione alle gare bandi concorsi delle università,10,9/0601119TS/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,120,Attività commerciale Università,SP,Proventi relativi all'attività commerciale delle università,10,9/0601120SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,121,Finanziamenti attività istituzionale,SP,"Finanziamenti dell'attività istituzionale delle università per borse di ricerca, assegni di ricerca , attività di didattica etc",10,9/0601121SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,122,Finanziamenti per ricerca scientifica,SP,Finanziamenti relativi alla ricerca scientifica competitiva e i contributi alla ricerca delle università.,10,9/0601122SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,123,Attività convegnistica delle Università,SP,Quote di iscrizione per convegni/seminari/mostre/eventi delle Università,10,9/0601123SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,124,Assicurazione alunni e personale,SP,Quota da parte del singolo alunno o lavoratore della scuola che intende aderire all'assicurazione infortuni o responsabilità civile stipulata dalla scuola,10,9/0601124SP/,12/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,125,Visite guidate e viaggi di istruzione,AP,incassi derivanti da viaggi di istruzione e formazione,10,9/0601125AP/,12/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,126,Bollo,IM,Tipo particolare di carta valori usato come pagamento per la convalida di atti e documenti pubblici.,10,9/0601126IM/,12/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
06,UNIVERSITÀ/SCUOLA STATALE,01,,,127,Tassa Regionale diritto allo studio,TS,Tassa regionale per diritto allo studio universitario,10,9/0601127TS/,15/02/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,01,PUBBLICHE AMMINISTRAZIONI CENTRALI,Varie,100,INCASSI GENERALI,AP,Incassi Generali,10,9/0701100AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,MINISTERO DELLA GIUSTIZIA,Entrate a supporto del settore giustizia,100,Contributo unificato,TS,Contributo per l'iscrizione a ruolo. Corrisponde ad una somma che viene versata all'Erarioogni volta in cui una parte inizia un processo.,10,9/0702100TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,101,Diritti Cancelleria,TS,"I diritti di cancelleria sono diritti di copia, autentica o semplice, cartacea o elettronica. ",10,9/0702101TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,102,Pubblicità Vendite Forzate,TS,Costo per la pubblicazione degli annunci di vendita degli immobili all'asta.,10,9/0702102TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,103,Marca da Bollo,TS,Tipo particolare di carta valori usato come pagamento per la convalida di atti e documenti pubblici.,10,9/0702103TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,104,Concessione Governativa,TS,"Tassa che viene corrisposta allo stato per poter beneficiare di determinati provvedimenti amministrativi e altri atti, come ad esempio autorizzaioni, concessioni, licenze.",10,9/0702104TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,105,Pignoramento ufficiali Giudiziari,AP,Importi per diritti ed indennità per atti di esecuzione DM 29 ottobre 2015,10,9/0702105AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,106,Contributo per diritti di notifica ufficiali giudiziari,AP,"Il pagamento delle spettanze degli ufficiali giudiziari relative a notifiche a richiesta di parte nel processo penale, civile, amministrativo, contabile e tributario. DPR 115/2002 relativo a Spese di Giustizia",10,9/0702106AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,107,Diritto di Copia,TS,Importi per la richiesta di copie atti,10,9/0702107TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,108,Supplemento a bolletta già emessa ,TS,versamento di somme ulteriori rispetto a quelle risultanti dalle posizioni debitorie originarie,10,9/0702108TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,109,"Certificazione di onorari, contributi o altro",TS,costo rilascio certificazioni,10,9/0702109TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,110,Sanzioni per inosservanza legge 307/1981 (R.G.T.),SA,sanzioni per inosservanza oneri di registrazione previsti dalla legge 307/1981,10,9/0702110SA/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,111,Copia del verbale d'ispezione agli atti notarili,TS,costo per il rilascio del verbale di ispezione agli atti notarili,10,9/0702111TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,112,Concorso per nomina a notaio,TS,tassa per l'iscrizione al concorso notarile,10,9/0702112TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,113,Concorso per trasferimento di notai,TS,tassa per il concorso ai fini del trasferimento  di notai,10,9/0702113TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,114,Incameramento di quote di onorari prescritti,SP,rientro quote onorari prescritti,10,9/0702114SP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,115,Tassa d'Archivio ,TS,Tassa d'Archivio versata da Uffici finanziari,10,9/0702115TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,116,Ammende e oblazioni da parte dei notai,SA,Ammende e oblazioni da parte dei notai,10,9/0702116SA/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,117,Sanzioni al personale ausiliario,SA,sanzioni comminate al personale ausiliario,10,9/0702117SA/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,118,Sanzioni per contravvenzioni a norme contabili,SA,Sanzioni per violazione di norme contabili,10,9/0702118SA/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,119,Sanzioni amministrative,SA,Sanzioni amministrative,10,9/0702119SA/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,120,Spese contrattuali,AP,costo legato ai contratti ,10,9/0702120AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,121,Depositi cauzionali,AP,Depositi cauzionali,10,9/0702121AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,122,Copia della relazione per trasferimenti notarili,TS,pagamento per la richiesta delle copie della relazione per trasferimenti notarili,10,9/0702122TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,123,Rendite per fitto di locali,AP,Rendite per fitto di locali,10,9/0702123AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,124,Recupero di crediti per indebiti pagamenti ,AP," recupero pagamenti indebiti,  con bollo di quietanza",10,9/0702124AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,125,Proventi e recuperi vari (senza bollo quietanza),AP,recuperi vari,10,9/0702125AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,126,Rendite e interessi,AP,rendite e interessi,10,9/0702126AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,127,Vendita a privati di beni patrimoniali,AP,costi legati alla vendita a privati di beni patrimoniali,10,9/0702127AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,128,Ricerca atti,TS,costi da sostenere per la ricerca atti ,10,9/0702128TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,129,Lettura di atto,TS,costi legati alla lettura degli atti,10,9/0702129TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,130,"Richiesta copia, certificato o estratto di atti",TS,"costi di richiesta copia, certificati ed estratti di atti",10,9/0702130TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,131,"Vendita, a titolo di permuta, di beni patrimoniali",AP,proventi derivanti dalle vendite ,10,9/0702131AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,132,Pubblicazione atto u.v. revocato o senza disposizioni patrimoniali,TS,costi di pubblicazione dell'atto revocato,10,9/0702132TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,133,"Pubblicazione di testamento olografo fiduciario, speciale o internazionale",TS,"costo di pubblicazione di testamento olografo fiduciario, speciale o internazionale",10,9/0702133TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,134,Passaggio agli atti tra vivi di testamento pubblico,TS,costo degli atti di trasferimento tra vivi di testamento pubblico ,10,9/0702134TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,135,Restituzione di atto di ultima volontà e di docoumento (depositato o consegnato),AP,costo per la restituzione di atti di ultima volontà e di documento depositato o consegnato,10,9/0702135AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,136,Deposito di atto notarile rogato in paese estero,TS,costo per il deposito di un atto rogato in un paese estero,10,9/0702136TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,137,Pubblicazione di testamenti (olografo o segreto) depositati,TS,costo per la pubblicazione dei testamenti depositati,10,9/0702137TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,138,Estratto repertoriale mensile,TS,tasse e contributi da versare al momento della presentazione dell'estratto repertoriale,10,9/0702138TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,139,Richiesta di iscrizione e certificazione a R.G.T. di Stato estero,TS,pagamento per la richiesta di iscrizione e certificazione al Registro generale dei Testamenti,10,9/0702139TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,140,Supplementi per ispezione agli atti notarili e disamina estratti repertoriali,SP,Somme ulteriori per disamina e ispezione degli estratti repertoriali ed atti notarili,10,9/0702140SP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,141,Concorso a posti,TS,Tassa per iscrizione concorsi a posti,10,9/0702141TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,142,Contributi Maternità,SP,contributi legali alla maternità,10,9/0702142SP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,143,Registrazione e trascrizione atti ,TS,costi di registrazione e trascrizione degli atti sottoposti ad approvazione amministrativa ,10,9/0702143TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,144,Pagamento sanzioni disciplinari e oblazioni,SA,Pagamento sanzioni disciplinari e oblazioni,10,9/0702144SA/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,145,Riscossioni contributi per fondo di garanzia,TS,Riscossioni contributi per fondo di garanzia,10,9/0702145TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,146,Articolo 101.M Diritti per depositi somme e valori ,TS,pagamento diritti per il deposito di somme e valori - art.10 D.M. 22/11/2012,10,9/0702146TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,147,Riscossione contributi per assicurazione obbligatoria,SP,contributi assicurazione obbligatoria ,10,9/0702147SP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,02,,,148,Pagamento rate per estratti repertoriali,TS,pagamenti rate per estratti di repertorio,10,9/0702148TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,03,MINISTERO DELL'ISTRUZIONE,Entrate a supporto dell'istruzione,100,Tasse concorsi,TS,Tasse per  la partecipazione ai concorsi pubblici ,10,9/0703100TS/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,03,,,101,Bollo,TS,Tipo particolare di carta valori usato come pagamento per la convalida di atti e documenti pubblici.,10,9/0703101TS/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,04,MINISTERO DEL LAVORO,Entrate a supporto del settore lavoro,100,Esonero 60 per mille,TS,pagamento del contributo esonerativo,10,9/0704100TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,04,,,101,Riconoscimento titoli esteri,TS,pagamento contributo per il riconoscimento dei titoli acquisiti all'estero,10,9/0704101TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,04,,,102,Sgravio contributivo contratti di solidarietà,AP,pagamento per il riconoscimento dello sgravio contributivo,10,9/0704102AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,04,,,103,Abilitazione consulenti del Lavoro,TS,pagamento per l'abilitazione come consulenti del lavoro,10,9/0704103TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,04,,,104,CIGS,AP,incassi relativi alla cassa integrazione guadagno straordinaria,10,9/0704104AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,05,MINISTERO DEGLI ESTERI,Entrate a supporto del settore esteri,100,Dichiarazione di valore,TS,costo per l'autentica della traduzione ai fini dell'equipollenza dei titoli,10,9/0705100TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,05,,,101,Legalizzazioni,TS,costo per conferire valore legale ai documenti ,10,9/0705101TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,05,,,102,Documento di viaggio provvisorio,TS,costo per il rilascio del documento di viaggio provvisorio,10,9/0705102TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,05,,,103,Carta di Identità Elettronica,TS,costo per il rilascio della CIE,10,9/0705103TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,05,,,104,Passaporto,TS,costo per il rilascio del passaporto,10,9/0705104TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,06,MIN ISTERO DEI BENI CULTURALI,Entrate a supporto del settore cultura,100,Introiti biglietti di Musei Monumenti e Aree Archeologiche,TS,ticket per l'ingresso a musei e aree archeologiche,10,9/0706100TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,06,,,101,"Servizi Aggiuntivi dei Musei, Monumenti e Aree Archeologiche",TS,costo servizi aggiuntivi dei musei e aree archeologiche,10,9/0706101TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,07,MINISTERO DELLE POLITICHE AGRICOLE,Entrate a supporto del settore agricolo,100,Diritti di Segreteria  ,TS,pagamenti legati alle Procedure Amministrative di Rilascio documenti,10,9/0707100TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,07,,,101,Bollo,TS,Pagamento della marca da bollo,10,9/0707101TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,08,VIGILI DEL FUOCO,"corpo civile della Repubblica italiana, con funzioni di polizia dipendente dal Ministero dell'interno",100,Controllo e vigilanza,AP,Attività di controllo e vigilanza sui prodotti antincendio,10,9/0708100AP/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,08,,,101,Formazione e Prevenzione,AP,Corsi di formazione e prevenzione incendi ,10,9/0708101AP/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
